Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	T.gondii GT1 CRISPR Phenotype - Mean Phenotype	T.gondii GT1 CRISPR Phenotype - Liver Composite Score	T.gondii GT1 CRISPR Phenotype - Lung Composite Score	T.gondii GT1 CRISPR Phenotype - Peritoneum Composite Score	T.gondii GT1 CRISPR Phenotype - Spleen Comosite Score
TGGT1_202460	TGGT1_202460-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:3,208,196..3,216,030(-)"	diacylglycerol kinase accessory domain (presumed) domain-containing protein	-3.89	1.077524342	2.512793087	2.786116745	2.245770981
TGGT1_202470	TGGT1_202470-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:3,201,329..3,205,558(+)"	"rRNA metabolism protein, SBDS family protein"	-2.7	0.165239551	-0.305854568	3.831724577	-0.077747483
TGGT1_202480	TGGT1_202480-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:3,195,653..3,198,003(+)"	hypothetical protein	-2.37	-61.76099453	-21.33081407	-86.81355317	-82.43455038
TGGT1_202490	TGGT1_202490-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:3,177,832..3,190,947(-)"	AP2 domain transcription factor AP2VIIa-7	-2.76	1.95464527	0.159953829	-0.690924643	1.086742349
TGGT1_202500	TGGT1_202500-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:3,172,046..3,174,108(-)"	GAPM1a	-4.49	-0.143892761	0.035702547	0.015126282	0.016932785
TGGT1_202510	TGGT1_202510-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:3,166,148..3,168,316(-)"	multi-pass transmembrane protein	0.91	5.751848053	0.038534376	0.515672245	0.750366845
TGGT1_202520	TGGT1_202520-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:3,160,505..3,164,139(+)"	hypothetical protein	-2.55	0.030992046	-1.465773237	0.003033409	-0.333383613
TGGT1_202530	TGGT1_202530-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:3,153,086..3,158,845(-)"	aspartate-tRNA ligase	-5.13	-0.000137514	8.902395318	0.119332289	0.009943262
TGGT1_202540	TGGT1_202540-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:3,136,489..3,147,196(-)"	3'5'-cyclic nucleotide phosphodiesterase domain-containing protein	-2.43	0.505843987	14.27975047	3.843607791	1.545935638
TGGT1_202550	TGGT1_202550-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:3,125,453..3,133,382(+)"	NLI interacting factor family phosphatase	-0.39	35.97491231	42.06826539	63.75215637	33.45424043
TGGT1_202568	TGGT1_202568-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:3,117,710..3,119,010(-)"	hypothetical protein	-4.01	-1.293502444	-5.844805197	-24.98367241	-4.31983414
TGGT1_202572	TGGT1_202572-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:3,106,718..3,115,241(-)"	ribophorin i protein	-3.09	4.771562832	-0.002920586	18.83166899	0.090367815
TGGT1_202580	TGGT1_202580-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:3,089,485..3,103,033(+)"	"ATPase, AAA family protein"	-1.76	-0.131082928	-0.501177597	-0.076381724	-0.261423025
TGGT1_202590	TGGT1_202590-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:3,082,676..3,086,537(+)"	hypothetical protein	-1.39	-0.049614663	-0.015550023	-0.021744779	-0.029914252
TGGT1_202600	TGGT1_202600-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:3,081,193..3,081,573(-)"	hypothetical protein	1.56	-0.232950573	-0.324490308	-0.003878298	-0.020209683
TGGT1_202610	TGGT1_202610-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:3,070,309..3,077,880(+)"	protein phosphatase 2C domain-containing protein	0.96	-0.041469069	0.01595463	-0.532219861	-0.127422898
TGGT1_202620	TGGT1_202620-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:3,063,678..3,064,673(-)"	hypothetical protein	0.94	-0.011604357	0.003021283	-0.804681963	-0.003503098
TGGT1_202630	TGGT1_202630-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:3,049,109..3,060,691(-)"	ATP-dependent metallopeptidase HflB subfamily protein	-3.33	-0.066197024	-1.341867424	0.002423261	1.676172417
TGGT1_202640	TGGT1_202640-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:3,037,752..3,047,968(+)"	RNA pseudouridine synthase superfamily protein	-1.7	0.006597024	0.004554409	-0.287386903	0.00000592
TGGT1_202650	TGGT1_202650-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:3,020,355..3,032,640(+)"	hypothetical protein	-1.05	-42.91864191	-37.28126173	-125.0329071	-29.26426886
TGGT1_202680	TGGT1_202680-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:3,006,392..3,012,675(-)"	"putative peptidase M16, alpha subunit"	-4.3	-4.459236568	-13.64839766	0.066638365	-12.96564705
TGGT1_202690	TGGT1_202690-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:3,001,544..3,004,286(+)"	DNA-directed RNA polymerase II RPB9	-2.89	-1.123790196	-5.553544096	1.236108579	-10.6236338
TGGT1_202700	TGGT1_202700-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,994,345..2,999,187(-)"	hypothetical protein	-0.02	-3.377179436	-5.512239078	0.015956241	-3.771470322
TGGT1_202720	TGGT1_202720-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,979,397..2,990,954(-)"	RNB family domain-containing protein	-4.27	0.420790791	2.569840935	5.045496403	-0.004975733
TGGT1_202730	TGGT1_202730-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,973,175..2,977,605(+)"	hypothetical protein	-3.49	-1.015973155	-3.507583564	-0.31590778	-2.289341368
TGGT1_202735	TGGT1_202735-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,970,885..2,971,187(-)"	hypothetical protein	-0.65	-5.890507831	-17.99662901	-0.459267781	-3.116458082
TGGT1_202740	TGGT1_202740-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,962,165..2,967,907(-)"	hypothetical protein	-1.66	5.987788873	5.064786297	18.40446853	3.917116239
TGGT1_202750	TGGT1_202750-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,955,721..2,960,686(+)"	"3' exoribonuclease family, domain 1 domain-containing protein"	-4.31	-25.30382335	-29.24627375	-1.151431624	-6.473365889
TGGT1_202760	TGGT1_202760-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,950,166..2,953,731(-)"	hypothetical protein	-0.19	-0.816946211	-3.645131035	-0.217135452	-0.981138719
TGGT1_202770	TGGT1_202770-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,940,119..2,946,876(+)"	RNA recognition motif-containing protein	-3.03	-0.009022664	-0.431321239	-0.624641177	-3.032153645
TGGT1_202780	TGGT1_202780-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,933,158..2,936,550(-)"	rhoptry kinase family protein ROP25	-1.58	-1.560902689	-5.215033211	-40.92966843	-23.54568355
TGGT1_202790	TGGT1_202790-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,923,995..2,930,342(-)"	dihydrouridine synthase (dus) protein	-0.81	42.78923714	21.79215716	29.24468321	31.17473811
TGGT1_202800	TGGT1_202800-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,916,736..2,920,933(-)"	putative cytochrome c oxidase assembly protein COX11	-5.11	-8.927270504	-17.91247863	-4.652379055	-13.38701657
TGGT1_202810	TGGT1_202810-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,914,136..2,915,434(+)"	TIM14 protein	-3.42	-0.566489999	-2.161756268	-0.513790708	-0.331115014
TGGT1_202820	TGGT1_202820-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,909,267..2,911,128(+)"	ubiquitin-conjugating enzyme subfamily protein	-4.77	1.114636472	4.19748092	0.004979293	1.679903292
TGGT1_202830	TGGT1_202830-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,904,651..2,906,221(-)"	putative Elicitor-responsive protein	1.79	-0.002210087	-0.67154743	-0.029744547	-0.316636544
TGGT1_202840	TGGT1_202840-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,890,185..2,896,672(-)"	FHA domain-containing protein	-3.54	-0.382453652	-0.025441864	4.987290018	0.022504803
TGGT1_202850	TGGT1_202850-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,880,401..2,888,538(+)"	ATP-binding domain-containing protein	-3.17	-1.140724139	-8.48640686	-1.930883048	-2.011976565
TGGT1_202870	TGGT1_202870-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,870,446..2,874,438(+)"	SAP domain-containing protein	-3.88	0.001857844	-0.145473886	0.022507544	0.218812954
TGGT1_202880	TGGT1_202880-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,861,647..2,865,324(+)"	carrier superfamily protein	-3.99	-1.509560051	-17.81712517	-3.37334351	-6.959553225
TGGT1_202890	TGGT1_202890-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,858,390..2,859,523(-)"	hypothetical protein	-0.96	-14.74242193	-13.05302961	-22.17563022	-10.54483711
TGGT1_202900	TGGT1_202900-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,849,287..2,853,372(+)"	zinc finger (CCCH type) motif-containing protein	0.89	315.7874411	79.87073261	214.3364642	188.611599
TGGT1_202910	TGGT1_202910-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,846,352..2,847,713(+)"	zinc carboxypeptidase superfamily protein	0.77	0.022404075	-0.128742651	-0.097884739	-0.021723886
TGGT1_202920	TGGT1_202920-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,842,071..2,846,072(-)"	p-aminobenzoic acid synthase	-3.74	-2.354249288	-1.42194812	-40.24448819	-0.470636795
TGGT1_202930	TGGT1_202930-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,840,503..2,841,390(+)"	hypothetical protein	1.61	-0.261964233	-0.374740866	-0.166168983	-0.580675944
TGGT1_202940	TGGT1_202940-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,836,028..2,837,191(-)"	hypothetical protein	0.55	7.116362539	1.800395371	5.977841878	1.194091479
TGGT1_202950	TGGT1_202950-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,821,568..2,833,732(+)"	hypothetical protein	-2.73	-0.277538599	-0.03797621	-13.44958093	-0.160374148
TGGT1_202960	TGGT1_202960-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,818,342..2,819,241(-)"	glycine cleavage H-protein	-2.75	0.612388439	-0.23942351	-0.07928111	-0.263385498
TGGT1_202970	TGGT1_202970-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,807,933..2,816,397(+)"	hypothetical protein	-0.11	-0.048342461	-0.047170562	-0.028947086	0.001014924
TGGT1_202975	TGGT1_202975-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,801,997..2,804,082(-)"	hypothetical protein	0.48	7.363906339	1.427430166	0.791252316	5.734128845
TGGT1_202980	TGGT1_202980-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,786,681..2,799,928(-)"	hypothetical protein	-4.22	-0.242667427	-0.099814937	-1.342513041	-0.050774601
TGGT1_202990	TGGT1_202990-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,784,836..2,785,639(+)"	hypothetical protein	-0.06	-0.284861	-3.037769803	0.000325269	-8.647413882
TGGT1_203000	TGGT1_203000-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,777,720..2,780,227(+)"	hypothetical protein	0.73	-0.003728995	-1.891409218	-0.00186988	-0.302178074
TGGT1_203010	TGGT1_203010-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,764,034..2,772,472(-)"	aurora kinase	-1.3	-0.094566749	-0.962977933	-1.631050996	-0.308634
TGGT1_203020	TGGT1_203020-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,755,996..2,762,289(+)"	ribosome biogenesis GTPase Der protein	-4.23	-7.583766036	-73.05571398	0.716442709	-22.34148336
TGGT1_203030	TGGT1_203030-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,741,985..2,745,738(-)"	N-methyl-D-aspartate receptor-associated protein	-0.67	-5.884589447	-0.075684288	21.35867851	-1.260265073
TGGT1_203040	TGGT1_203040-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,737,414..2,740,528(+)"	hypothetical protein	1.55	-0.701071421	-3.005226094	0.007631903	-0.761244487
TGGT1_203050	TGGT1_203050-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,725,529..2,732,845(+)"	AP2 domain transcription factor AP2VIIa-6	1.27	0.440402042	0.075773432	1.334579873	0.035405055
TGGT1_203060	TGGT1_203060-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,719,945..2,723,063(-)"	hypothetical protein	-2.78	-20.51178472	-30.83020245	-23.4393793	-52.991272
TGGT1_203070	TGGT1_203070-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,718,544..2,719,518(+)"	hypothetical protein	1.87	-0.037837702	-0.065638706	0.589069066	-0.095318382
TGGT1_203080	TGGT1_203080-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,713,432..2,715,643(+)"	RNA recognition motif-containing protein	-3.43	-30.14139216	-34.98288324	-14.79919762	-26.31187966
TGGT1_203090	TGGT1_203090-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,710,401..2,712,465(+)"	hypothetical protein	1.31	-1.670210121	-3.218578604	-0.0000127	-2.909139547
TGGT1_203100	TGGT1_203100-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,708,595..2,708,991(+)"	hypothetical protein	0.76	-6.388923977	-1.762005008	-1.430964178	-2.884234047
TGGT1_203110	TGGT1_203110-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,703,911..2,707,079(-)"	putative citrate synthase	1.72	-0.002125052	-0.016701342	0.489300995	-0.345829896
TGGT1_203120	TGGT1_203120-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,701,221..2,703,410(+)"	hypothetical protein	-4.2	-10.60951732	-27.20743772	0.21216938	-40.25528453
TGGT1_203135	TGGT1_203135-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,644,696..2,697,652(-)"	dynein heavy chain family protein	-0.54	-0.200476136	-1.337423722	0.206089203	-2.092800731
TGGT1_203150	TGGT1_203150-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,636,476..2,642,600(+)"	hypothetical protein	-1.08	7.563579314	1.643732597	-0.000444298	4.892240629
TGGT1_203160	TGGT1_203160-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,621,125..2,630,975(-)"	hypothetical protein	-0.7	-0.756714016	-4.953275822	-20.69183438	-1.363951942
TGGT1_203170	TGGT1_203170-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,609,598..2,619,646(+)"	OB-fold nucleic acid binding domain-containing protein	-4.69	-1.637833094	-0.390658762	-1.657459521	-0.478451699
TGGT1_203175	TGGT1_203175-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,607,907..2,609,252(-)"	hypothetical protein	-0.54	-5.828982961	-2.239351641	0.008306233	-2.936786203
TGGT1_203180	TGGT1_203180-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,588,798..2,607,358(-)"	leucine rich repeat-containing protein	-0.88	1.926428082	-0.106066947	0.020709952	0.120999761
TGGT1_203200	TGGT1_203200-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,578,143..2,586,404(+)"	hypothetical protein	-1.13	0.42598574	0.575978768	1.641855785	0.173066972
TGGT1_203220	TGGT1_203220-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,561,456..2,570,570(+)"	DEAD/DEAH box helicase domain-containing protein	-4.45	-8.540407149	-8.183364212	-8.640672682	-33.73527245
TGGT1_203230	TGGT1_203230-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,558,027..2,558,701(+)"	hypothetical protein	1.12	0.378645211	0.236444212	0.090008009	0.040734618
TGGT1_203240	TGGT1_203240-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,547,760..2,555,324(-)"	hypothetical protein	-0.49	0.000785284	-0.025387407	0.001374379	-1.646206216
TGGT1_203250	TGGT1_203250-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,541,880..2,544,681(+)"	hypothetical protein	1.12	1.995760019	0.06251386	-0.004944423	1.175211704
TGGT1_203260	TGGT1_203260-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,530,882..2,537,693(-)"	hypothetical protein	-2.45	-0.449967162	-0.027030248	0.82866953	-1.101805952
TGGT1_203270	TGGT1_203270-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,524,594..2,529,028(+)"	"ATP-dependent Clp endopeptidase, proteolytic subunit ClpP domain-containing protein"	-3.77	-0.463741319	-2.329967586	17.60548452	-2.441732611
TGGT1_203280	TGGT1_203280-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,520,041..2,522,364(-)"	hypothetical protein	-4.17	0.93925476	0.309556245	0.006090835	0.09274254
TGGT1_203290	TGGT1_203290-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,516,966..2,517,958(-)"	hypothetical protein	2.26	-0.038075708	-0.000134264	-1.402444802	-0.023239033
TGGT1_203300	TGGT1_203300-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,506,153..2,515,839(+)"	hypothetical protein	-1.59	-4.85422448	-1.843043199	-0.23344469	-3.796077688
TGGT1_203310	TGGT1_203310-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,502,941..2,503,651(+)"	dense granule protein GRA7	1.9	-0.63781911	-1.465272857	-28.1123079	-1.574852957
TGGT1_203320	TGGT1_203320-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,474,491..2,497,953(-)"	zinc finger in N-recognin protein	-2.09	-9.33445565	-5.992733011	-3.412458106	-4.108136403
TGGT1_203330	TGGT1_203330-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,470,051..2,471,908(-)"	hypothetical protein	0.92	2.798015332	0.584926162	0.129914361	0.397323046
TGGT1_203340	TGGT1_203340-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,466,054..2,469,084(+)"	metallo-beta-lactamase domain-containing protein	-0.46	-0.025069121	-0.070115627	-0.122651151	-0.103735304
TGGT1_203350	TGGT1_203350-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,456,813..2,462,484(-)"	hypothetical protein	-0.62	4.68564226	1.94748058	7.744847603	2.45395327
TGGT1_203358	TGGT1_203358-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,450,862..2,455,406(+)"	hypothetical protein	-3.84	-1.654758382	-4.714668164	-19.6675292	-3.16349193
TGGT1_203362	TGGT1_203362-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,443,994..2,446,329(+)"	hypothetical protein	-4.32	-0.007551349	0.070546493	-1.270745832	0.014434594
TGGT1_203370	TGGT1_203370-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,439,891..2,442,215(-)"	hypothetical protein	-4.25	1.598699662	-1.913065928	0.005888165	-1.743626148
TGGT1_203375	TGGT1_203375-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,436,628..2,438,408(-)"	cpw-wpc domain-containing protein	0.67	0.222824611	-0.003977997	0.304994347	-0.277260967
TGGT1_203380	TGGT1_203380-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,427,917..2,435,902(+)"	DnaJ domain-containing protein	-1.45	-0.530067723	-65.36790398	0.044680545	-28.93484108
TGGT1_203390	TGGT1_203390-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,421,687..2,423,720(-)"	CRAL/TRIO domain-containing protein	-0.37	-92.18606874	-110.1757292	-114.9194672	-92.88212852
TGGT1_203400	TGGT1_203400-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,416,167..2,418,871(+)"	hypothetical protein	0.25	1.20655878	0.332202331	1.831603957	-0.001179131
TGGT1_203420	TGGT1_203420-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,407,678..2,414,866(-)"	4'-phosphopantetheinyl transferase domain-containing protein	-2.31	0.176618523	1.830073461	7.644992845	-0.194941069
TGGT1_203430	TGGT1_203430-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,406,212..2,406,574(+)"	hypothetical protein	-0.98	-0.521060611	-0.954758133	-0.355034626	-1.02215294
TGGT1_203440	TGGT1_203440-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,401,195..2,406,196(+)"	anaphase-promoting complex subunit APC10	-1.9	-19.54795186	-44.23713897	-7.818900475	-40.30682941
TGGT1_203450	TGGT1_203450-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,394,615..2,400,109(-)"	DUF3228 domain-containing protein	-3	18.75038518	4.400635737	4.700930461	9.213836414
TGGT1_203460	TGGT1_203460-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,392,698..2,393,577(+)"	hypothetical protein	-3.46	0.353777842	-0.15037665	0.550193204	-0.025146252
TGGT1_203470	TGGT1_203470-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,390,934..2,391,509(+)"	hypothetical protein	-2.34	-0.028680846	-0.378911422	0.01874332	-0.532935445
TGGT1_203480	TGGT1_203480-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,381,334..2,390,648(-)"	hypothetical protein	-3.13	27.16920348	0.759875758	59.38929756	0.000149665
TGGT1_203490	TGGT1_203490-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,373,071..2,378,820(+)"	GNL3L/Grn1 GTPase	-5.13	-4.615716162	-2.236724112	-1.57728944	-4.231240337
TGGT1_203500	TGGT1_203500-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,369,294..2,370,950(+)"	alanine dehydrogenase/pyridine nucleotide transhydrogenase domain-containing protein	0.75	-0.404076509	-0.000098	-0.063447472	-0.903775769
TGGT1_203505	TGGT1_203505-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,365,811..2,367,154(+)"	hypothetical protein	-0.02	-0.277775619	-0.009186249	0.035337374	-0.136191882
TGGT1_203510	TGGT1_203510-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,357,035..2,361,836(+)"	"zinc finger, C3HC4 type (RING finger) domain-containing protein"	-0.46	0.106455596	-0.839443142	-0.45134844	-1.26392602
TGGT1_203520	TGGT1_203520-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,345,967..2,352,614(-)"	hypothetical protein	-1.25	-0.356944101	-0.012768949	-0.189784916	-0.040793832
TGGT1_203540	TGGT1_203540-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,333,721..2,341,250(-)"	putative RNA binding protein	0.86	-17.26597145	-54.34484923	-76.67929432	-25.471609
TGGT1_203560	TGGT1_203560-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,332,867..2,333,545(-)"	hypothetical protein	1.76	-0.468011119	-0.849142485	-0.805184875	-0.476961584
TGGT1_203570	TGGT1_203570-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,321,955..2,326,079(+)"	acyltransferase domain-containing protein	2.74	-4.832669692	-2.0099186	-0.683716557	-4.539095146
TGGT1_203580	TGGT1_203580-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,317,150..2,321,047(+)"	NAD-binding domain 4 domain-containing protein	1.9	-0.03817251	0.172270273	1.460106546	0.00094296
TGGT1_203590	TGGT1_203590-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,311,902..2,313,191(-)"	hypothetical protein	1.35	0.004845748	-0.005187847	0.0000362	-0.126510175
TGGT1_203600	TGGT1_203600-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,307,958..2,309,277(-)"	hypothetical protein	2.29	-7.877571186	-18.94484568	-10.60795228	-18.08316132
TGGT1_203610	TGGT1_203610-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,301,333..2,304,569(+)"	putative 3'-5' exoribonuclease csl4	-0.58	-9.49879056	-28.10216123	0.015706917	-27.28754228
TGGT1_203620	TGGT1_203620-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,294,935..2,299,477(+)"	hypothetical protein	-4.66	-5.206573606	-5.342038014	-0.079221367	-4.024670208
TGGT1_203630	TGGT1_203630-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,292,915..2,293,974(-)"	ribosomal protein RPL44	-4.1	0.056162993	0.46356423	-2.257673283	1.319698639
TGGT1_203665	TGGT1_203665-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,256,548..2,289,556(-)"	hypothetical protein	1.08	-1.852110644	-0.614804481	-1.400446623	-2.746963818
TGGT1_203682	TGGT1_203682-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,249,963..2,251,349(-)"	hypothetical protein	2.65	-0.000510377	0.043228591	0.013036393	-0.085029839
TGGT1_203685	TGGT1_203685-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,242,266..2,245,974(-)"	hypothetical protein	1.23	-0.104955257	-0.254836364	-0.262667555	-0.171091238
TGGT1_203690	TGGT1_203690-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,222,773..2,231,953(-)"	AP2 domain transcription factor AP2VIIa-5	0.89	3.410440633	0.001992287	1.629752874	-0.001016859
TGGT1_203700	TGGT1_203700-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,217,758..2,219,502(-)"	SFT2 family protein	1.47	-2.086298994	-3.123701691	-7.260025107	-0.475660483
TGGT1_203705	TGGT1_203705-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,214,033..2,215,507(-)"	hypothetical protein	2.54	-0.457662583	-1.011494599	-3.745555475	-0.387399804
TGGT1_203710	TGGT1_203710-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,199,664..2,211,541(-)"	AP2 domain transcription factor AP2VIIa-4	-0.56	-22.68978675	-43.41130248	-12.22583291	-39.6307192
TGGT1_203720	TGGT1_203720-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,194,294..2,196,890(+)"	vitamin k epoxide reductase family protein	1.53	-0.0137796	0.26885704	-0.023286073	-0.032403831
TGGT1_203730	TGGT1_203730-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,184,667..2,192,362(+)"	hypothetical protein	-2.35	0.462526889	-0.040549461	0.038661736	1.595724256
TGGT1_203735	TGGT1_203735-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIIa:2,183,437..2,184,098(+)"	hypothetical protein	2.17	0.565720407	0.313251997	0.011324836	0.769895733
